City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,current Description
696,Letlhakane,BW,-21.4167,25.5833,84.92,35,60,4.99,broken clouds
697,Salalah,OM,17.0151,54.0924,78.89,69,0,0.0,clear sky
698,Shimoda,JP,34.6667,138.95,54.28,71,91,2.17,overcast clouds
699,Quelimane,MZ,-17.8786,36.8883,84.15,74,20,9.22,few clouds
700,Gorin,RU,51.1983,136.6669,21.25,96,100,4.54,light snow
701,San Lorenzo,PY,-25.3333,-57.5333,97.74,25,0,8.01,clear sky
702,Baruun-Urt,MN,46.6806,113.2792,13.28,91,100,9.86,light snow
703,Kisanga,TZ,-7.4362,37.7034,80.15,67,21,6.96,few clouds
704,Hammerfest,NO,70.6634,23.6821,28.85,69,0,10.36,clear sky
705,Puksoozero,RU,62.5903,40.6066,2.73,97,42,5.01,scattered clouds
706,Abu Dhabi,AE,24.4667,54.3667,73.96,61,0,3.44,clear sky
707,Broken Hill,AU,-31.95,141.4333,62.08,26,14,6.96,few clouds
708,Virovitica,HR,45.8319,17.3839,35.02,90,67,3.18,broken clouds
709,Chocen,CZ,50.0016,16.223,35.17,61,66,13.44,broken clouds
710,Ashqelon,IL,31.6693,34.5715,69.78,50,94,0.54,overcast clouds
711,Olecko,PL,54.0337,22.507,32.83,99,100,9.73,light snow
712,Tiruchchendur,IN,8.4833,78.1167,80.58,79,67,15.82,broken clouds
